source,timestamp,km,zone_gsmr,cause_racine,sous_systeme,rxqual_ertms,rxlev_ertms,start_time,stop_time,call_setup_duration,transaction_duration,gsmr_connected,etcs_connected,end_event,end_cause,imei,label,call_setup_sec,transaction_sec,hour,day_of_week,is_weekend,is_night,duration_very_short,duration_very_long,slow_setup,km_value
ERTMS,2025-11-26 10:05:37.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé  entre 226 et 327, les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-70,2025-11-26 10:05:39.223,2025-11-26 10:05:46.307,3s 581ms,7s 84ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500004427.0,1,3.581,7.084,10,2,0,0,1,0,0,6.13
ERTMS,2026-02-13 08:35:33.000,138.302,GSMR_24/25,"Selon notre analyse, nous avons constaté que le HO est complet entre  223 et 224 les conditions radio sont bonne La requete de deconnexion a ete envoyé par le RBC sans de  retransmission des trames HDLC",BORD,dl Rxqual=0,dl rx level=-71,2026-02-13 08:35:36.161,2026-02-13 08:35:43.381,3s 613ms,7s 220ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500043740.0,1,3.613,7.22,8,4,0,0,1,0,0,138.302
Expandium_Normal,2025-12-30 04:35:40.576,,,,,,,2025-12-30 04:35:40.576,2025-12-30 05:30:46.993,3s 630ms,55min 6s 417ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044557.0,0,3.63,3306.417,4,1,0,1,0,0,0,
Expandium_Normal,2025-12-11 12:32:05.181,,,,,,,2025-12-11 12:32:05.181,2025-12-11 13:17:21.245,3s 617ms,45min 16s 64ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500040638.0,0,3.617,2716.064,12,3,0,0,0,0,0,
ERTMS,2025-12-11 06:47:39.000,58.71,GSMR_10/11,"Selon notre analyse, nous avons constaté que le HO est complet entre 311 et 310 ,les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",GSMR,dl Rxqual=1,dl rx level=-72,2025-12-11 06:47:32.579,2025-12-11 06:47:48.916,3s 590ms,16s 337ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500040707.0,1,3.59,16.337,6,3,0,1,1,0,0,58.71
Expandium_Normal,2025-11-09 15:32:29.705,,,,,,,2025-11-09 15:32:29.705,2025-11-09 16:13:45.889,3s 653ms,41min 16s 184ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038730.0,0,3.653,2476.184,15,6,1,0,0,0,0,
Expandium_Normal,2026-02-19 10:32:20.648,,,,,,,2026-02-19 10:32:20.648,2026-02-19 11:14:35.597,3s 586ms,42min 14s 949ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500046011.0,0,3.586,2534.949,10,3,0,0,0,0,0,
Expandium_Normal,2025-12-16 07:01:22.215,,,,,,,2025-12-16 07:01:22.215,2025-12-16 07:46:27.099,3s 630ms,45min 4s 884ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045122.0,0,3.63,2704.884,7,1,0,0,0,0,0,
ERTMS,2025-10-31 10:05:22.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 202 et 203  ,les conditions radio étaient bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",BORD,dl Rxqual=0,dl rx level=-70,2025-10-31 10:05:24.478,2025-10-31 10:05:31.933,3s 631ms,7s 455ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500043740.0,1,3.6310000000000002,7.455,10,4,0,0,1,0,0,6.13
ERTMS,2025-10-19 15:05:01.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 201 et 202  ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=0,dl rx level=-67,2025-10-19 15:05:22.177,2025-10-19 15:48:45.561,3s 589ms,43min 23s 384ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045671.0,1,3.589,2603.384,15,6,1,0,0,0,0,6.13
ERTMS,2025-11-07 16:10:57.000,21.55,GSMR_04/05,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 204 et 205, les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC.",BORD/GSMR,dl Rxqual=0,dl rx level=-65,2025-11-07 16:10:50.369,2025-11-07 16:11:06.030,3s 608ms,15s 661ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500036582.0,1,3.608,15.661,16,4,0,0,1,0,0,21.55
ERTMS,2025-10-29 21:09:57.000,18.95,GSMR_04/05,"indisponibilté du site GSMR 04 suite a un problème de transmission,au niveau de la carte principale",GSMR,dl Rxqual=7,dl rx level=-75,2025-10-29 21:09:59.731,2025-10-29 21:10:07.159,3s 644ms,7s 428ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045357.0,1,3.644,7.428,21,2,0,0,1,0,0,18.95
ERTMS,2025-11-11 17:44:03.000,130.074,GSMR_23/24,"Selon notre analyse, nous avons constaté que le HO complet entre 223 et 224, les conditions radio étaient mauvaies avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",BORD/GSMR,dl Rxqual=7,dl rx level=-60,2025-11-11 17:44:25.570,2025-11-11 18:12:05.619,3s 625ms,27min 40s 49ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045073.0,1,3.625,1660.049,17,1,0,0,0,0,0,130.074
Expandium_Normal,2026-01-17 08:00:42.780,,,,,,,2026-01-17 08:00:42.780,2026-01-17 08:01:18.342,3s 612ms,35s 562ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500022752.0,0,3.612,35.562,8,5,1,0,1,0,0,
Expandium_Normal,2025-11-24 05:59:59.486,,,,,,,2025-11-24 05:59:59.486,2025-11-24 06:00:48.127,4s 547ms,48s 641ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045461.0,0,4.547,48.641,5,0,0,1,1,0,0,
Expandium_Normal,2026-01-23 18:31:49.691,,,,,,,2026-01-23 18:31:49.691,2026-01-23 19:15:31.183,3s 167ms,43min 41s 492ms,Connected,Connected,User Plane SUBSET026 Term Session,,35229605039441.0,0,3.167,2621.492,18,4,0,0,0,0,0,
ERTMS,2025-11-17 17:35:24.000,140.659,GSMR_24/25,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 224 et 225, les conditions radio étaient mauvaies avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=2,dl rx level=-75,2025-11-17 17:35:18.108,2025-11-17 17:35:35.756,3s 377ms,17s 648ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045073.0,1,3.377,17.648,17,0,0,0,1,0,0,140.659
Expandium_Normal,2025-11-12 06:10:06.969,,,,,,,2025-11-12 06:10:06.969,2025-11-12 07:10:16.075,3s 636ms,1h 9s 106ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045477.0,0,3.636,3609.106,6,2,0,1,0,1,0,
Expandium_Normal,2026-02-01 13:43:55.154,,,,,,,2026-02-01 13:43:55.154,2026-02-01 13:44:33.634,3s 594ms,38s 480ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045217.0,0,3.594,38.48,13,6,1,0,1,0,0,
ERTMS,2025-12-21 12:14:51.000,5.73,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est non Complete entre 203 et 302 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-51,2025-12-21 12:14:39.979,2025-12-21 12:14:54.603,3s 623ms,14s 624ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500038727.0,1,3.623,14.624,12,6,1,0,1,0,0,5.73
ERTMS,2025-11-11 17:31:46.000,126.51,GSMR_22/23,"Selon notre analyse, nous avons constaté que le HO non Finalisé entre 222 et 323, les conditions radio étaient bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD/GSMR,dl Rxqual=1,dl rx level=-79,2025-11-11 17:31:44.421,2025-11-11 17:31:59.773,5s 41ms,15s 352ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045122.0,1,5.041,15.352,17,1,0,0,1,0,1,126.51
ERTMS,2026-01-20 08:05:30.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 202 et 203, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-53,2026-01-20 08:05:33.168,2026-01-20 08:05:40.684,3s 619ms,7s 516ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044293.0,1,3.6189999999999998,7.516,8,1,0,0,1,0,0,6.13
Expandium_Normal,2025-11-14 21:42:00.368,,,,,,,2025-11-14 21:42:00.368,2025-11-14 21:44:49.230,3s 603ms,2min 48s 862ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500036582.0,0,3.6029999999999998,168.862,21,4,0,0,0,0,0,
ERTMS,2025-12-23 14:05:34.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est Complete entre 202 et 203 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-74,2025-12-23 14:05:36.536,2025-12-23 14:05:43.694,3s 594ms,7s 158ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045498.0,1,3.594,7.158,14,1,0,0,1,0,0,6.13
Expandium_Normal,2025-12-08 15:21:16.642,,,,,,,2025-12-08 15:21:16.642,2025-12-08 15:22:12.855,3s 620ms,56s 213ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045073.0,0,3.62,56.213,15,0,0,0,1,0,0,
ERTMS,2025-10-27 21:19:54.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 302 et 203  ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=4,dl rx level=-52,2025-10-27 21:19:52.850,2025-10-27 21:20:09.584,3s 617ms,16s 734ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045424.0,1,3.617,16.734,21,0,0,0,1,0,0,7.321
Expandium_Normal,2025-11-01 15:01:21.543,,,,,,,2025-11-01 15:01:21.543,2025-11-01 15:44:54.854,3s 649ms,43min 33s 311ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045357.0,0,3.649,2613.311,15,5,1,0,0,0,0,
Expandium_Normal,2025-10-25 13:42:33.671,,,,,,,2025-10-25 13:42:33.671,2025-10-25 13:43:13.349,3s 649ms,39s 678ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500005339.0,0,3.649,39.678,13,5,1,0,1,0,0,
Expandium_Normal,2025-11-27 15:01:34.087,,,,,,,2025-11-27 15:01:34.087,2025-11-27 15:45:27.043,3s 614ms,43min 52s 956ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045187.0,0,3.614,2632.956,15,3,0,0,0,0,0,
ERTMS,2025-10-13 12:21:04.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 318 et 217 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le bord suite au retransmission des trames HDLC",BORD,dl Rxqual=6,dl rx level=-81,2025-10-13 12:21:14.606,2025-10-13 12:21:48.814,3s 591ms,34s 208ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045122.0,1,3.591,34.208,12,0,0,0,1,0,0,94.954
ERTMS,2025-10-14 19:21:05.000,73.586,GSMR_13/14,"Selon notre analyse, nous avons constaté que le HO est non finalisé  entre 213 et 214 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",GSMR,dl Rxqual=7,dl rx level=-74,2025-10-14 19:20:59.850,2025-10-14 19:21:05.307,3s 586ms,5s 457ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044497.0,1,3.586,5.457,19,1,0,0,1,0,0,73.586
ERTMS,2025-12-22 07:31:36.000,126.51,GSMR_22/23,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 222 et 223, les conditions radio étaient Bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",GSMR,dl Rxqual=2,dl rx level=-77,2025-12-22 07:31:29.541,2025-12-22 07:31:46.874,3s 611ms,17s 333ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045498.0,1,3.6109999999999998,17.333,7,0,0,0,1,0,0,126.51
ERTMS,2025-11-16 04:59:56.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet  entre 202 et 301, les conditions radio étaient mauvaies avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-78,2025-11-16 05:00:20.372,2025-11-16 05:20:16.726,3s 605ms,19min 56s 354ms,Connected,Connected,Clear command,Radio interface failure,35214500045461.0,1,3.605,1196.354,4,6,1,1,0,0,0,6.13
ERTMS,2026-01-27 19:38:12.000,161.722,GSMR_27/28,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 228 et 227, les conditions radio étaient mauvaises en uplink avant la déconnexion, La requete de deconnexion a ete envoyé par le  RBC  avec retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=0,dl rx level=-67,2026-01-27 19:38:05.581,2026-01-27 19:38:22.439,3s 634ms,16s 858ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045461.0,1,3.634,16.858,19,1,0,0,1,0,0,161.722
ERTMS,2026-02-09 04:36:10.000,79.282,GSMR_14/15,"Selon notre analyse, nous avons constaté que le HO est complet entre  214 et 215, les conditions radio sont Bonnes  La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=0 ,dl rx level=-63,2026-02-09 04:36:12.921,2026-02-09 04:36:22.982,3s 606ms,10s 61ms,Connected,Not Connected,User Plane HDLC DISC,,35214500045498.0,1,3.606,10.061,4,0,0,1,1,0,0,79.282
Expandium_Normal,2025-12-28 09:01:29.711,,,,,,,2025-12-28 09:01:29.711,2025-12-28 09:47:33.912,3s 573ms,46min 4s 201ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500005339.0,0,3.573,2764.201,9,6,1,0,0,0,0,
Expandium_Normal,2025-12-18 13:19:25.325,,,,,,,2025-12-18 13:19:25.325,2025-12-18 13:23:47.653,3s 582ms,4min 22s 328ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045671.0,0,3.582,262.328,13,3,0,0,0,0,0,
ERTMS,2026-01-09 18:32:36.000,125.206,GSMR_22/23,"Selon notre analyse, nous avons constaté que le HO complet entre 222 et 221, les conditions radio étaient bonnes  avant la déconnexion, La requete de deconnexion a ete envoyé par le  RBC  avec retransmission des trames HDLC*5",RBC,dl Rxqual=0,dl rx level=-56,2026-01-09 18:32:38.406,2026-01-09 18:32:45.913,3s 611ms,7s 507ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045200.0,1,3.6109999999999998,7.507,18,4,0,0,1,0,0,125.206
ERTMS,2025-12-31 19:05:24.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 302 et 302, les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le Bord  sans retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-67,2025-12-31 19:05:29.072,2025-12-31 19:05:34.337,3s 634ms,5s 265ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045495.0,1,3.634,5.265,19,2,0,0,1,0,0,6.13
Expandium_Normal,2026-02-21 23:33:07.190,,,,,,,2026-02-21 23:33:07.190,2026-02-22 00:14:57.818,3s 600ms,41min 50s 628ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045098.0,0,3.6,2510.628,23,5,1,0,0,0,0,
Expandium_Normal,2026-02-01 21:29:55.203,,,,,,,2026-02-01 21:29:55.203,2026-02-01 21:30:57.761,3s 615ms,1min 2s 558ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045480.0,0,3.615,62.558,21,6,1,0,0,0,0,
ERTMS,2026-01-24 18:04:48.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 202 et 203, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-69,2026-01-24 18:04:50.837,2026-01-24 18:04:58.530,3s 857ms,7s 693ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045495.0,1,3.857,7.693,18,5,1,0,1,0,0,6.13
ERTMS,2025-11-07 16:13:06.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 303 et 202, les conditions radio étaient bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC*5",BORD,dl Rxqual=0,dl rx level=-60,2025-11-07 16:13:15.023,2025-11-07 16:13:20.495,3s 572ms,5s 472ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500046011.0,1,3.572,5.4719999999999995,16,4,0,0,1,0,0,7.321
Expandium_Normal,2026-01-17 17:32:19.721,,,,,,,2026-01-17 17:32:19.721,2026-01-17 18:14:26.417,3s 588ms,42min 6s 696ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045131.0,0,3.588,2526.696,17,5,1,0,0,0,0,
ERTMS,2025-12-04 12:34:35.000,198.984,GSMR_33/RAC,"Selon notre analyse, nous avons constaté que le train s'est connecté au cellule 233, les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le bord sans retransmission des trames HDLC",BORD/GSMR,dl Rxqual=1,dl rx level=-52,2025-12-04 12:34:46.823,2025-12-04 12:35:04.798,3s 627ms,17s 975ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038730.0,1,3.627,17.975,12,3,0,0,1,0,0,198.984
ERTMS,2025-10-24 20:57:24.000,73.586,GSMR_13/14,"Selon notre analyse, nous avons constaté que le HO est non finalisé  entre 213 et 214 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC Suite au retransmission des trames HDLC",GSMR,dl Rxqual=7,dl rx level=-67,2025-10-24 20:57:27.411,2025-10-24 20:57:32.112,3s 617ms,4s 701ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044293.0,1,3.617,4.701,20,4,0,0,1,0,0,73.586
Expandium_Normal,2025-11-29 06:59:46.587,,,,,,,2025-11-29 06:59:46.587,2025-11-29 07:00:22.953,3s 667ms,36s 366ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045217.0,0,3.667,36.366,6,5,1,1,1,0,0,
Expandium_Normal,2026-01-20 17:52:03.950,,,,,,,2026-01-20 17:52:03.950,2026-01-20 17:55:43.818,3s 611ms,3min 39s 868ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045735.0,0,3.6109999999999998,219.868,17,1,0,0,0,0,0,
ERTMS,2025-11-05 17:20:01.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 302 et 203, les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-52,2025-11-05 17:20:00.159,2025-11-05 17:20:15.788,3s 587ms,15s 629ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500040638.0,1,3.5869999999999997,15.629,17,2,0,0,1,0,0,7.321
ERTMS,2025-10-18 15:56:56.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 318 et 217 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=5,dl rx level=-80,2025-10-18 15:56:59.388,2025-10-18 15:57:11.861,3s 631ms,12s 473ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500017596.0,1,3.6310000000000002,12.473,15,5,1,0,1,0,0,94.954
Expandium_Normal,2025-10-18 06:45:41.845,,,,,,,2025-10-18 06:45:41.845,2025-10-18 06:46:15.335,3s 588ms,33s 490ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500040707.0,0,3.588,33.49,6,5,1,1,1,0,0,
Expandium_Normal,2025-11-14 09:32:01.505,,,,,,,2025-11-14 09:32:01.505,2025-11-14 10:13:39.954,3s 366ms,41min 38s 449ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045098.0,0,3.366,2498.449,9,4,0,0,0,0,0,
ERTMS,2025-10-15 21:05:02.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est complet  entre 202 et 203 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=5,dl rx level=-66,2025-10-15 21:05:04.787,2025-10-15 21:05:12.424,3s 638ms,7s 637ms,Connected,Not Connected,User Plane HDLC DISC,,35214500045495.0,1,3.638,7.6370000000000005,21,2,0,0,1,0,0,6.13
ERTMS,2025-10-28 17:05:35.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 301 et 302  ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=5,dl rx level=-51,2025-10-28 17:05:39.957,2025-10-28 17:05:48.819,3s 595ms,8s 862ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044293.0,1,3.5949999999999998,8.862,17,1,0,0,1,0,0,6.13
Expandium_Normal,2025-12-08 18:32:00.741,,,,,,,2025-12-08 18:32:00.741,2025-12-08 19:13:29.626,3s 610ms,41min 28s 885ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038730.0,0,3.61,2488.885,18,0,0,0,0,0,0,
Expandium_Normal,2025-12-26 08:32:37.123,,,,,,,2025-12-26 08:32:37.123,2025-12-26 09:14:20.490,3s 590ms,41min 43s 367ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045480.0,0,3.59,2503.367,8,4,0,0,0,0,0,
Expandium_Normal,2025-10-13 19:01:11.093,,,,,,,2025-10-13 19:01:11.093,2025-10-13 19:44:56.870,3s 613ms,43min 45s 777ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045357.0,0,3.613,2625.777,19,0,0,0,0,0,0,
Expandium_Normal,2026-03-05 14:34:44.386,,,,,,,2026-03-05 14:34:44.386,2026-03-05 14:35:02.114,3s 595ms,17s 728ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500046011.0,0,3.5949999999999998,17.728,14,3,0,0,1,0,0,
ERTMS,2025-10-15 19:13:42.000,39.215,GSMR_07/08,"Selon notre analyse, nous avons constaté que le HO est complet  entre 206 et 207 ,les conditions radio étaient bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le bord avec retransmission des trames HDLC",A définir,dl Rxqual=0,dl rx level=-67,2025-10-15 19:13:56.883,2025-10-15 19:46:06.900,3s 598ms,32min 10s 17ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045671.0,1,3.598,1930.017,19,2,0,0,0,0,0,39.215
Expandium_Normal,2026-02-11 23:41:19.436,,,,,,,2026-02-11 23:41:19.436,2026-02-11 23:44:20.706,3s 586ms,3min 1s 270ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045495.0,0,3.586,181.27,23,2,0,0,0,0,0,
ERTMS,2025-11-05 15:33:22.000,198.984,GSMR_33/RAC,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 233 et 99, les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le bord sans retransmission des trames HDLC ",BORD/GSMR,dl Rxqual=5,dl rx level=-77,2025-11-05 15:33:33.379,2025-11-05 15:33:51.364,3s 624ms,17s 985ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045477.0,1,3.624,17.985,15,2,0,0,1,0,0,198.984
Expandium_Normal,2026-01-05 19:17:46.525,,,,,,,2026-01-05 19:17:46.525,2026-01-05 19:18:32.022,4s 531ms,45s 497ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045268.0,0,4.531,45.497,19,0,0,0,1,0,0,
ERTMS,2025-12-06 21:14:56.000,8.97,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est complet entre 303 et 302 , les conditions radio étaient mauvais avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=0,dl rx level=-110,2025-12-06 21:15:17.627,2025-12-06 21:15:52.157,3s 617ms,34s 530ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500040638.0,1,3.617,34.53,21,5,1,0,1,0,0,8.97
Expandium_Normal,2026-01-15 10:32:12.731,,,,,,,2026-01-15 10:32:12.731,2026-01-15 11:13:35.556,3s 611ms,41min 22s 825ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045083.0,0,3.6109999999999998,2482.825,10,3,0,0,0,0,0,
Expandium_Normal,2025-10-29 06:58:29.105,,,,,,,2025-10-29 06:58:29.105,2025-10-29 06:59:01.931,3s 613ms,32s 826ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045498.0,0,3.613,32.826,6,2,0,1,1,0,0,
Expandium_Normal,2026-02-14 19:01:12.514,,,,,,,2026-02-14 19:01:12.514,2026-02-14 19:44:56.272,3s 638ms,43min 43s 758ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045187.0,0,3.638,2623.758,19,5,1,0,0,0,0,
ERTMS,2025-12-14 11:05:22.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est complet entre 202 et 303 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-69,2025-12-14 11:05:25.483,2025-12-14 11:05:32.930,4s 784ms,7s 447ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045461.0,1,4.784,7.447,11,6,1,0,1,0,0,6.13
Expandium_Normal,2026-02-03 21:35:25.999,,,,,,,2026-02-03 21:35:25.999,2026-02-03 21:38:40.997,3s 612ms,3min 14s 998ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045200.0,0,3.612,194.998,21,1,0,0,0,0,0,
ERTMS,2025-12-08 08:12:36.000,27.568,GSMR_05/06,"Selon notre analyse, nous avons constaté que le HO est complet entre 205 et 206 ,les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le bord suite au retransmission des trames HDLC",BORD,dl Rxqual=3,dl rx level=-60,2025-12-08 08:12:37.479,2025-12-09 05:45:46.426,3s 621ms,21h 33min 8s 947ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500042751.0,1,3.621,77588.947,8,0,0,0,0,1,0,27.568
